Record Length,Analog:7000
Sample Interval,CH:0.0000040000000
Vertical Units,CH1:V CH2:V CH4:V,,,
Vertical Scale,CH1:+1.000000E+00 CH2:+5.000000E-02 CH4:+1.000000E-01,,,
Vertical Offset,CH1:-4.000000E+00 CH2:+1.710000E-01 CH4:-2.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,2000.0000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ4R4722,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2,CH4
Second,Volt,Volt,Volt
+1.807200E-02,+4.920000E+00,-1.970000E-01,+2.196000E+00
+1.807600E-02,+4.920000E+00,-1.970000E-01,+2.196000E+00
+1.808000E-02,+4.920000E+00,-1.950000E-01,+2.196000E+00
+1.808400E-02,+4.920000E+00,-1.950000E-01,+2.200000E+00
+1.808800E-02,+4.920000E+00,-1.950000E-01,+2.200000E+00
+1.809200E-02,+4.920000E+00,-1.950000E-01,+2.200000E+00
+1.809600E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.810000E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.810400E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.810800E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.811200E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.811600E-02,+4.880000E+00,-1.950000E-01,+2.200000E+00
+1.812000E-02,+4.840000E+00,-1.950000E-01,+2.200000E+00
+1.812400E-02,+4.840000E+00,-1.930000E-01,+2.200000E+00
+1.812800E-02,+4.840000E+00,-1.930000E-01,+2.200000E+00
+1.813200E-02,+4.840000E+00,-1.950000E-01,+2.200000E+00
+1.813600E-02,+4.840000E+00,-1.950000E-01,+2.200000E+00
+1.814000E-02,+4.840000E+00,-1.950000E-01,+2.200000E+00
+1.814400E-02,+4.800000E+00,-1.950000E-01,+2.200000E+00
+1.814800E-02,+4.800000E+00,-1.950000E-01,+2.200000E+00
+1.815200E-02,+4.800000E+00,-1.950000E-01,+2.200000E+00
+1.815600E-02,+4.800000E+00,-1.930000E-01,+2.200000E+00
+1.816000E-02,+4.760000E+00,-1.950000E-01,+2.200000E+00
+1.816400E-02,+4.760000E+00,-1.950000E-01,+2.200000E+00
+1.816800E-02,+4.760000E+00,-1.950000E-01,+2.200000E+00
+1.817200E-02,+4.760000E+00,-1.930000E-01,+2.200000E+00
+1.817600E-02,+4.760000E+00,-1.950000E-01,+2.200000E+00
+1.818000E-02,+4.720000E+00,-1.930000E-01,+2.200000E+00
+1.818400E-02,+4.720000E+00,-1.930000E-01,+2.200000E+00
+1.818800E-02,+4.720000E+00,-1.930000E-01,+2.200000E+00
+1.819200E-02,+4.680000E+00,-1.930000E-01,+2.200000E+00
+1.819600E-02,+4.680000E+00,-1.930000E-01,+2.200000E+00
+1.820000E-02,+4.680000E+00,-1.930000E-01,+2.200000E+00
+1.820400E-02,+4.640000E+00,-1.930000E-01,+2.200000E+00
+1.820800E-02,+4.640000E+00,-1.930000E-01,+2.200000E+00
+1.821200E-02,+4.640000E+00,-1.910000E-01,+2.200000E+00
+1.821600E-02,+4.600000E+00,-1.930000E-01,+2.200000E+00
+1.822000E-02,+4.600000E+00,-1.930000E-01,+2.200000E+00
+1.822400E-02,+4.600000E+00,-1.910000E-01,+2.200000E+00
+1.822800E-02,+4.560000E+00,-1.910000E-01,+2.200000E+00
+1.823200E-02,+4.560000E+00,-1.930000E-01,+2.200000E+00
+1.823600E-02,+4.520000E+00,-1.930000E-01,+2.200000E+00
+1.824000E-02,+4.520000E+00,-1.890000E-01,+2.200000E+00
+1.824400E-02,+4.520000E+00,-1.910000E-01,+2.204000E+00
+1.824800E-02,+4.480000E+00,-1.910000E-01,+2.200000E+00
+1.825200E-02,+4.480000E+00,-1.910000E-01,+2.200000E+00
+1.825600E-02,+4.480000E+00,-1.910000E-01,+2.204000E+00
+1.826000E-02,+4.480000E+00,-1.930000E-01,+2.200000E+00
+1.826400E-02,+4.440000E+00,-1.930000E-01,+2.200000E+00
+1.826800E-02,+4.400000E+00,-1.910000E-01,+2.200000E+00
+1.827200E-02,+4.400000E+00,-1.910000E-01,+2.204000E+00
+1.827600E-02,+4.400000E+00,-1.910000E-01,+2.204000E+00
+1.828000E-02,+4.400000E+00,-1.930000E-01,+2.200000E+00
+1.828400E-02,+4.360000E+00,-1.930000E-01,+2.200000E+00
+1.828800E-02,+4.360000E+00,-1.910000E-01,+2.204000E+00
+1.829200E-02,+4.320000E+00,-1.910000E-01,+2.204000E+00
+1.829600E-02,+4.320000E+00,-1.910000E-01,+2.200000E+00
+1.830000E-02,+4.320000E+00,-1.910000E-01,+2.204000E+00
+1.830400E-02,+4.280000E+00,-1.910000E-01,+2.204000E+00
+1.830800E-02,+4.240000E+00,-1.910000E-01,+2.204000E+00
+1.831200E-02,+4.240000E+00,-1.910000E-01,+2.204000E+00
+1.831600E-02,+4.240000E+00,-1.910000E-01,+2.204000E+00
+1.832000E-02,+4.200000E+00,-1.910000E-01,+2.204000E+00
+1.832400E-02,+4.200000E+00,-1.910000E-01,+2.204000E+00
+1.832800E-02,+4.160000E+00,-1.910000E-01,+2.204000E+00
+1.833200E-02,+4.160000E+00,-1.890000E-01,+2.204000E+00
+1.833600E-02,+4.120000E+00,-1.890000E-01,+2.204000E+00
+1.834000E-02,+4.120000E+00,-1.910000E-01,+2.204000E+00
+1.834400E-02,+4.120000E+00,-1.890000E-01,+2.204000E+00
+1.834800E-02,+4.080000E+00,-1.910000E-01,+2.204000E+00
+1.835200E-02,+4.040000E+00,-1.890000E-01,+2.204000E+00
+1.835600E-02,+4.040000E+00,-1.890000E-01,+2.204000E+00
+1.836000E-02,+4.040000E+00,-1.910000E-01,+2.204000E+00
+1.836400E-02,+4.000000E+00,-1.890000E-01,+2.204000E+00
+1.836800E-02,+4.000000E+00,-1.870000E-01,+2.204000E+00
+1.837200E-02,+3.960000E+00,-1.890000E-01,+2.204000E+00
+1.837600E-02,+4.000000E+00,-1.890000E-01,+2.204000E+00
+1.838000E-02,+3.960000E+00,-1.890000E-01,+2.204000E+00
+1.838400E-02,+3.960000E+00,-1.890000E-01,+2.204000E+00
+1.838800E-02,+3.880000E+00,-1.890000E-01,+2.204000E+00
+1.839200E-02,+3.880000E+00,-1.890000E-01,+2.204000E+00
+1.839600E-02,+3.880000E+00,-1.890000E-01,+2.204000E+00
+1.840000E-02,+3.840000E+00,-1.890000E-01,+2.204000E+00
+1.840400E-02,+3.800000E+00,-1.890000E-01,+2.204000E+00
+1.840800E-02,+3.800000E+00,-1.870000E-01,+2.204000E+00
+1.841200E-02,+3.800000E+00,-1.890000E-01,+2.204000E+00
+1.841600E-02,+3.760000E+00,-1.850000E-01,+2.204000E+00
+1.842000E-02,+3.720000E+00,-1.890000E-01,+2.204000E+00
+1.842400E-02,+3.760000E+00,-1.890000E-01,+2.204000E+00
+1.842800E-02,+3.720000E+00,-1.870000E-01,+2.204000E+00
+1.843200E-02,+3.680000E+00,-1.890000E-01,+2.204000E+00
+1.843600E-02,+3.680000E+00,-1.890000E-01,+2.204000E+00
+1.844000E-02,+3.640000E+00,-1.850000E-01,+2.204000E+00
+1.844400E-02,+3.600000E+00,-1.870000E-01,+2.204000E+00
+1.844800E-02,+3.640000E+00,-1.870000E-01,+2.204000E+00
+1.845200E-02,+3.600000E+00,-1.870000E-01,+2.204000E+00
+1.845600E-02,+3.560000E+00,-1.890000E-01,+2.204000E+00
+1.846000E-02,+3.520000E+00,-1.870000E-01,+2.204000E+00
+1.846400E-02,+3.520000E+00,-1.890000E-01,+2.204000E+00
+1.846800E-02,+3.480000E+00,-1.850000E-01,+2.204000E+00
+1.847200E-02,+3.480000E+00,-1.870000E-01,+2.208000E+00
+1.847600E-02,+3.520000E+00,-1.870000E-01,+2.208000E+00
+1.848000E-02,+3.440000E+00,-1.870000E-01,+2.208000E+00
+1.848400E-02,+3.440000E+00,-1.870000E-01,+2.208000E+00
+1.848800E-02,+3.400000E+00,-1.870000E-01,+2.208000E+00
+1.849200E-02,+3.360000E+00,-1.870000E-01,+2.208000E+00
+1.849600E-02,+3.360000E+00,-1.850000E-01,+2.208000E+00
+1.850000E-02,+3.320000E+00,-1.850000E-01,+2.208000E+00
+1.850400E-02,+3.280000E+00,-1.850000E-01,+2.208000E+00
+1.850800E-02,+3.280000E+00,-1.870000E-01,+2.208000E+00
+1.851200E-02,+3.240000E+00,-1.870000E-01,+2.208000E+00
+1.851600E-02,+3.240000E+00,-1.850000E-01,+2.208000E+00
+1.852000E-02,+3.240000E+00,-1.850000E-01,+2.208000E+00
+1.852400E-02,+3.200000E+00,-1.850000E-01,+2.208000E+00
+1.852800E-02,+3.160000E+00,-1.850000E-01,+2.208000E+00
+1.853200E-02,+3.160000E+00,-1.850000E-01,+2.208000E+00
+1.853600E-02,+3.160000E+00,-1.870000E-01,+2.208000E+00
+1.854000E-02,+3.120000E+00,-1.870000E-01,+2.208000E+00
+1.854400E-02,+3.120000E+00,-1.870000E-01,+2.208000E+00
+1.854800E-02,+3.080000E+00,-1.850000E-01,+2.208000E+00
+1.855200E-02,+3.080000E+00,-1.850000E-01,+2.208000E+00
+1.855600E-02,+3.080000E+00,-1.850000E-01,+2.208000E+00
+1.856000E-02,+3.040000E+00,-1.850000E-01,+2.208000E+00
+1.856400E-02,+3.000000E+00,-1.850000E-01,+2.208000E+00
+1.856800E-02,+3.000000E+00,-1.850000E-01,+2.208000E+00
+1.857200E-02,+2.960000E+00,-1.830000E-01,+2.208000E+00
+1.857600E-02,+2.920000E+00,-1.850000E-01,+2.208000E+00
+1.858000E-02,+2.960000E+00,-1.830000E-01,+2.208000E+00
+1.858400E-02,+2.920000E+00,-1.830000E-01,+2.208000E+00
+1.858800E-02,+2.880000E+00,-1.850000E-01,+2.208000E+00
+1.859200E-02,+2.920000E+00,-1.830000E-01,+2.208000E+00
+1.859600E-02,+2.840000E+00,-1.850000E-01,+2.208000E+00
+1.860000E-02,+2.840000E+00,-1.850000E-01,+2.208000E+00
+1.860400E-02,+2.840000E+00,-1.830000E-01,+2.208000E+00
+1.860800E-02,+2.800000E+00,-1.830000E-01,+2.208000E+00
+1.861200E-02,+2.760000E+00,-1.830000E-01,+2.208000E+00
+1.861600E-02,+2.760000E+00,-1.830000E-01,+2.208000E+00
+1.862000E-02,+2.720000E+00,-1.830000E-01,+2.208000E+00
+1.862400E-02,+2.720000E+00,-1.830000E-01,+2.208000E+00
+1.862800E-02,+2.720000E+00,-1.810000E-01,+2.208000E+00
+1.863200E-02,+2.720000E+00,-1.830000E-01,+2.212000E+00
+1.863600E-02,+2.680000E+00,-1.830000E-01,+2.212000E+00
+1.864000E-02,+2.640000E+00,-1.830000E-01,+2.212000E+00
+1.864400E-02,+2.640000E+00,-1.810000E-01,+2.208000E+00
+1.864800E-02,+2.600000E+00,-1.830000E-01,+2.212000E+00
+1.865200E-02,+2.600000E+00,-1.830000E-01,+2.212000E+00
+1.865600E-02,+2.600000E+00,-1.810000E-01,+2.212000E+00
+1.866000E-02,+2.560000E+00,-1.830000E-01,+2.212000E+00
+1.866400E-02,+2.600000E+00,-1.810000E-01,+2.212000E+00
+1.866800E-02,+2.520000E+00,-1.810000E-01,+2.212000E+00
+1.867200E-02,+2.520000E+00,-1.790000E-01,+2.212000E+00
+1.867600E-02,+2.560000E+00,-1.810000E-01,+2.212000E+00
+1.868000E-02,+2.520000E+00,-1.810000E-01,+2.212000E+00
+1.868400E-02,+2.520000E+00,-1.810000E-01,+2.212000E+00
+1.868800E-02,+2.440000E+00,-1.790000E-01,+2.212000E+00
+1.869200E-02,+2.440000E+00,-1.810000E-01,+2.212000E+00
+1.869600E-02,+2.400000E+00,-1.810000E-01,+2.212000E+00
+1.870000E-02,+2.400000E+00,-1.790000E-01,+2.212000E+00
+1.870400E-02,+2.440000E+00,-1.810000E-01,+2.212000E+00
+1.870800E-02,+2.400000E+00,-1.810000E-01,+2.212000E+00
+1.871200E-02,+2.400000E+00,-1.810000E-01,+2.212000E+00
+1.871600E-02,+2.360000E+00,-1.810000E-01,+2.212000E+00
+1.872000E-02,+2.320000E+00,-1.810000E-01,+2.212000E+00
+1.872400E-02,+2.320000E+00,-1.810000E-01,+2.212000E+00
+1.872800E-02,+2.280000E+00,-1.810000E-01,+2.212000E+00
+1.873200E-02,+2.280000E+00,-1.810000E-01,+2.212000E+00
+1.873600E-02,+2.240000E+00,-1.810000E-01,+2.212000E+00
+1.874000E-02,+2.280000E+00,-1.810000E-01,+2.212000E+00
+1.874400E-02,+2.240000E+00,-1.810000E-01,+2.212000E+00
+1.874800E-02,+2.280000E+00,-1.810000E-01,+2.212000E+00
+1.875200E-02,+2.240000E+00,-1.770000E-01,+2.212000E+00
+1.875600E-02,+2.200000E+00,-1.790000E-01,+2.212000E+00
+1.876000E-02,+2.200000E+00,-1.790000E-01,+2.212000E+00
+1.876400E-02,+2.160000E+00,-1.810000E-01,+2.212000E+00
+1.876800E-02,+2.160000E+00,-1.790000E-01,+2.212000E+00
+1.877200E-02,+2.120000E+00,-1.790000E-01,+2.212000E+00
+1.877600E-02,+2.120000E+00,-1.790000E-01,+2.212000E+00
+1.878000E-02,+2.160000E+00,-1.770000E-01,+2.212000E+00
+1.878400E-02,+2.080000E+00,-1.770000E-01,+2.212000E+00
+1.878800E-02,+2.080000E+00,-1.770000E-01,+2.216000E+00
+1.879200E-02,+2.080000E+00,-1.790000E-01,+2.212000E+00
+1.879600E-02,+2.040000E+00,-1.790000E-01,+2.216000E+00
+1.880000E-02,+2.040000E+00,-1.790000E-01,+2.216000E+00
+1.880400E-02,+2.000000E+00,-1.790000E-01,+2.216000E+00
+1.880800E-02,+2.000000E+00,-1.790000E-01,+2.216000E+00
+1.881200E-02,+2.000000E+00,-1.790000E-01,+2.216000E+00
+1.881600E-02,+1.960000E+00,-1.790000E-01,+2.216000E+00
+1.882000E-02,+2.000000E+00,-1.770000E-01,+2.216000E+00
+1.882400E-02,+1.960000E+00,-1.770000E-01,+2.216000E+00
+1.882800E-02,+2.000000E+00,-1.790000E-01,+2.216000E+00
+1.883200E-02,+1.960000E+00,-1.790000E-01,+2.216000E+00
+1.883600E-02,+1.920000E+00,-1.790000E-01,+2.216000E+00
+1.884000E-02,+1.920000E+00,-1.770000E-01,+2.216000E+00
+1.884400E-02,+1.960000E+00,-1.790000E-01,+2.216000E+00
+1.884800E-02,+1.880000E+00,-1.770000E-01,+2.216000E+00
+1.885200E-02,+1.920000E+00,-1.770000E-01,+2.216000E+00
+1.885600E-02,+1.880000E+00,-1.770000E-01,+2.216000E+00
+1.886000E-02,+1.880000E+00,-1.770000E-01,+2.216000E+00
+1.886400E-02,+1.840000E+00,-1.770000E-01,+2.216000E+00
+1.886800E-02,+1.840000E+00,-1.750000E-01,+2.216000E+00
+1.887200E-02,+1.840000E+00,-1.770000E-01,+2.216000E+00
+1.887600E-02,+1.840000E+00,-1.770000E-01,+2.216000E+00
+1.888000E-02,+1.840000E+00,-1.750000E-01,+2.216000E+00
+1.888400E-02,+1.840000E+00,-1.750000E-01,+2.216000E+00
+1.888800E-02,+1.800000E+00,-1.750000E-01,+2.216000E+00
+1.889200E-02,+1.800000E+00,-1.750000E-01,+2.216000E+00
+1.889600E-02,+1.800000E+00,-1.770000E-01,+2.216000E+00
+1.890000E-02,+1.800000E+00,-1.770000E-01,+2.216000E+00
+1.890400E-02,+1.760000E+00,-1.770000E-01,+2.216000E+00
+1.890800E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.891200E-02,+1.760000E+00,-1.770000E-01,+2.216000E+00
+1.891600E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.892000E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.892400E-02,+1.720000E+00,-1.750000E-01,+2.216000E+00
+1.892800E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.893200E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.893600E-02,+1.760000E+00,-1.750000E-01,+2.216000E+00
+1.894000E-02,+1.720000E+00,-1.750000E-01,+2.216000E+00
+1.894400E-02,+1.720000E+00,-1.750000E-01,+2.216000E+00
+1.894800E-02,+1.720000E+00,-1.730000E-01,+2.216000E+00
+1.895200E-02,+1.760000E+00,-1.750000E-01,+2.220000E+00
+1.895600E-02,+1.720000E+00,-1.750000E-01,+2.220000E+00
+1.896000E-02,+1.720000E+00,-1.750000E-01,+2.216000E+00
+1.896400E-02,+1.680000E+00,-1.750000E-01,+2.216000E+00
+1.896800E-02,+1.680000E+00,-1.750000E-01,+2.220000E+00
+1.897200E-02,+1.720000E+00,-1.730000E-01,+2.220000E+00
+1.897600E-02,+1.680000E+00,-1.750000E-01,+2.220000E+00
+1.898000E-02,+1.720000E+00,-1.750000E-01,+2.220000E+00
+1.898400E-02,+1.720000E+00,-1.750000E-01,+2.220000E+00
+1.898800E-02,+1.680000E+00,-1.750000E-01,+2.216000E+00
+1.899200E-02,+1.720000E+00,-1.750000E-01,+2.220000E+00
+1.899600E-02,+1.680000E+00,-1.750000E-01,+2.220000E+00
+1.900000E-02,+1.680000E+00,-1.750000E-01,+2.220000E+00
+1.900400E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.900800E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.901200E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.901600E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.902000E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.902400E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.902800E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.903200E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.903600E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.904000E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.904400E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.904800E-02,+1.640000E+00,-1.710000E-01,+2.220000E+00
+1.905200E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.905600E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.906000E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.906400E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.906800E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.907200E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.907600E-02,+1.680000E+00,-1.730000E-01,+2.220000E+00
+1.908000E-02,+1.640000E+00,-1.710000E-01,+2.220000E+00
+1.908400E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.908800E-02,+1.640000E+00,-1.710000E-01,+2.220000E+00
+1.909200E-02,+1.640000E+00,-1.730000E-01,+2.220000E+00
+1.909600E-02,+1.640000E+00,-1.710000E-01,+2.220000E+00
+1.910000E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.910400E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.910800E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.911200E-02,+1.720000E+00,-1.710000E-01,+2.220000E+00
+1.911600E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.912000E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.912400E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.912800E-02,+1.720000E+00,-1.710000E-01,+2.220000E+00
+1.913200E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.913600E-02,+1.680000E+00,-1.710000E-01,+2.224000E+00
+1.914000E-02,+1.680000E+00,-1.710000E-01,+2.220000E+00
+1.914400E-02,+1.720000E+00,-1.690000E-01,+2.224000E+00
+1.914800E-02,+1.720000E+00,-1.710000E-01,+2.220000E+00
+1.915200E-02,+1.720000E+00,-1.710000E-01,+2.220000E+00
+1.915600E-02,+1.720000E+00,-1.690000E-01,+2.224000E+00
+1.916000E-02,+1.760000E+00,-1.710000E-01,+2.220000E+00
+1.916400E-02,+1.720000E+00,-1.710000E-01,+2.224000E+00
+1.916800E-02,+1.760000E+00,-1.710000E-01,+2.220000E+00
+1.917200E-02,+1.760000E+00,-1.710000E-01,+2.220000E+00
+1.917600E-02,+1.760000E+00,-1.690000E-01,+2.224000E+00
+1.918000E-02,+1.800000E+00,-1.690000E-01,+2.224000E+00
+1.918400E-02,+1.760000E+00,-1.690000E-01,+2.224000E+00
+1.918800E-02,+1.800000E+00,-1.690000E-01,+2.224000E+00
+1.919200E-02,+1.800000E+00,-1.690000E-01,+2.224000E+00
+1.919600E-02,+1.800000E+00,-1.690000E-01,+2.224000E+00
+1.920000E-02,+1.800000E+00,-1.690000E-01,+2.224000E+00
+1.920400E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.920800E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.921200E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.921600E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.922000E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.922400E-02,+1.840000E+00,-1.690000E-01,+2.224000E+00
+1.922800E-02,+1.920000E+00,-1.690000E-01,+2.224000E+00
+1.923200E-02,+1.920000E+00,-1.690000E-01,+2.224000E+00
+1.923600E-02,+1.880000E+00,-1.690000E-01,+2.224000E+00
+1.924000E-02,+1.920000E+00,-1.690000E-01,+2.224000E+00
+1.924400E-02,+1.880000E+00,-1.670000E-01,+2.224000E+00
+1.924800E-02,+1.960000E+00,-1.690000E-01,+2.224000E+00
+1.925200E-02,+1.960000E+00,-1.690000E-01,+2.224000E+00
+1.925600E-02,+1.920000E+00,-1.670000E-01,+2.224000E+00
+1.926000E-02,+1.920000E+00,-1.670000E-01,+2.224000E+00
+1.926400E-02,+1.960000E+00,-1.690000E-01,+2.224000E+00
+1.926800E-02,+1.960000E+00,-1.690000E-01,+2.224000E+00
+1.927200E-02,+1.960000E+00,-1.670000E-01,+2.224000E+00
+1.927600E-02,+2.000000E+00,-1.670000E-01,+2.224000E+00
+1.928000E-02,+2.040000E+00,-1.670000E-01,+2.224000E+00
+1.928400E-02,+2.000000E+00,-1.690000E-01,+2.224000E+00
+1.928800E-02,+2.000000E+00,-1.670000E-01,+2.224000E+00
+1.929200E-02,+2.040000E+00,-1.690000E-01,+2.224000E+00
+1.929600E-02,+2.040000E+00,-1.670000E-01,+2.224000E+00
+1.930000E-02,+2.080000E+00,-1.670000E-01,+2.224000E+00
+1.930400E-02,+2.080000E+00,-1.670000E-01,+2.224000E+00
+1.930800E-02,+2.080000E+00,-1.670000E-01,+2.224000E+00
+1.931200E-02,+2.160000E+00,-1.670000E-01,+2.224000E+00
+1.931600E-02,+2.120000E+00,-1.670000E-01,+2.224000E+00
+1.932000E-02,+2.160000E+00,-1.670000E-01,+2.228000E+00
+1.932400E-02,+2.160000E+00,-1.670000E-01,+2.224000E+00
+1.932800E-02,+2.160000E+00,-1.670000E-01,+2.224000E+00
+1.933200E-02,+2.160000E+00,-1.670000E-01,+2.224000E+00
+1.933600E-02,+2.160000E+00,-1.670000E-01,+2.224000E+00
+1.934000E-02,+2.200000E+00,-1.670000E-01,+2.228000E+00
+1.934400E-02,+2.240000E+00,-1.650000E-01,+2.228000E+00
+1.934800E-02,+2.280000E+00,-1.650000E-01,+2.228000E+00
+1.935200E-02,+2.280000E+00,-1.650000E-01,+2.228000E+00
+1.935600E-02,+2.280000E+00,-1.670000E-01,+2.228000E+00
+1.936000E-02,+2.280000E+00,-1.650000E-01,+2.228000E+00
+1.936400E-02,+2.280000E+00,-1.650000E-01,+2.228000E+00
+1.936800E-02,+2.360000E+00,-1.650000E-01,+2.228000E+00
+1.937200E-02,+2.360000E+00,-1.650000E-01,+2.228000E+00
+1.937600E-02,+2.320000E+00,-1.650000E-01,+2.228000E+00
+1.938000E-02,+2.360000E+00,-1.650000E-01,+2.228000E+00
+1.938400E-02,+2.360000E+00,-1.650000E-01,+2.228000E+00
+1.938800E-02,+2.360000E+00,-1.650000E-01,+2.228000E+00
+1.939200E-02,+2.400000E+00,-1.650000E-01,+2.228000E+00
+1.939600E-02,+2.440000E+00,-1.650000E-01,+2.228000E+00
+1.940000E-02,+2.480000E+00,-1.650000E-01,+2.228000E+00
+1.940400E-02,+2.440000E+00,-1.650000E-01,+2.228000E+00
+1.940800E-02,+2.480000E+00,-1.650000E-01,+2.228000E+00
+1.941200E-02,+2.520000E+00,-1.650000E-01,+2.228000E+00
+1.941600E-02,+2.520000E+00,-1.650000E-01,+2.228000E+00
+1.942000E-02,+2.560000E+00,-1.650000E-01,+2.228000E+00
+1.942400E-02,+2.560000E+00,-1.650000E-01,+2.228000E+00
+1.942800E-02,+2.600000E+00,-1.630000E-01,+2.228000E+00
+1.943200E-02,+2.600000E+00,-1.650000E-01,+2.228000E+00
+1.943600E-02,+2.600000E+00,-1.630000E-01,+2.228000E+00
+1.944000E-02,+2.600000E+00,-1.650000E-01,+2.228000E+00
+1.944400E-02,+2.640000E+00,-1.630000E-01,+2.228000E+00
+1.944800E-02,+2.640000E+00,-1.630000E-01,+2.228000E+00
+1.945200E-02,+2.680000E+00,-1.630000E-01,+2.228000E+00
+1.945600E-02,+2.680000E+00,-1.630000E-01,+2.228000E+00
+1.946000E-02,+2.720000E+00,-1.630000E-01,+2.228000E+00
+1.946400E-02,+2.720000E+00,-1.630000E-01,+2.228000E+00
+1.946800E-02,+2.760000E+00,-1.630000E-01,+2.228000E+00
+1.947200E-02,+2.760000E+00,-1.630000E-01,+2.228000E+00
+1.947600E-02,+2.760000E+00,-1.630000E-01,+2.228000E+00
+1.948000E-02,+2.840000E+00,-1.630000E-01,+2.228000E+00
+1.948400E-02,+2.840000E+00,-1.630000E-01,+2.228000E+00
+1.948800E-02,+2.840000E+00,-1.630000E-01,+2.228000E+00
+1.949200E-02,+2.880000E+00,-1.630000E-01,+2.228000E+00
+1.949600E-02,+2.880000E+00,-1.630000E-01,+2.228000E+00
+1.950000E-02,+2.920000E+00,-1.630000E-01,+2.228000E+00
+1.950400E-02,+2.920000E+00,-1.630000E-01,+2.228000E+00
+1.950800E-02,+2.920000E+00,-1.630000E-01,+2.228000E+00
+1.951200E-02,+2.960000E+00,-1.610000E-01,+2.232000E+00
+1.951600E-02,+3.000000E+00,-1.630000E-01,+2.228000E+00
+1.952000E-02,+3.040000E+00,-1.610000E-01,+2.232000E+00
+1.952400E-02,+3.000000E+00,-1.630000E-01,+2.228000E+00
+1.952800E-02,+3.040000E+00,-1.610000E-01,+2.232000E+00
+1.953200E-02,+3.040000E+00,-1.610000E-01,+2.232000E+00
+1.953600E-02,+3.120000E+00,-1.630000E-01,+2.228000E+00
+1.954000E-02,+3.080000E+00,-1.610000E-01,+2.232000E+00
+1.954400E-02,+3.120000E+00,-1.610000E-01,+2.232000E+00
+1.954800E-02,+3.160000E+00,-1.630000E-01,+2.232000E+00
+1.955200E-02,+3.160000E+00,-1.630000E-01,+2.232000E+00
+1.955600E-02,+3.200000E+00,-1.610000E-01,+2.232000E+00
+1.956000E-02,+3.200000E+00,-1.610000E-01,+2.232000E+00
+1.956400E-02,+3.200000E+00,-1.610000E-01,+2.232000E+00
+1.956800E-02,+3.240000E+00,-1.610000E-01,+2.232000E+00
+1.957200E-02,+3.280000E+00,-1.610000E-01,+2.232000E+00
+1.957600E-02,+3.280000E+00,-1.610000E-01,+2.232000E+00
+1.958000E-02,+3.280000E+00,-1.610000E-01,+2.232000E+00
+1.958400E-02,+3.320000E+00,-1.610000E-01,+2.232000E+00
+1.958800E-02,+3.360000E+00,-1.610000E-01,+2.232000E+00
+1.959200E-02,+3.360000E+00,-1.610000E-01,+2.232000E+00
